label,x,y
1,894.4393009355357,621.5064247986809
1,894.0514851781832,432.1468534271965
1,897.8328112473182,372.4588877513741
1,886.516651664794,705.8943779414385
1,886.4972694945649,629.3254617645955
1,889.6916230600405,709.3799222762855
1,895.3415144041369,677.9065457945951
1,885.7603934389172,518.0267684911007
1,895.7337144285149,886.8525902178443
1,898.263715127848,575.1434245500175
1,890.0045093323397,372.314241245365
1,896.6360199781415,402.9292179006713
1,892.76101910941,393.90509994734634
1,895.6588372481707,768.0514253404141
1,893.9749892433712,738.6535418410483
1,899.9532993998241,366.4042835533474
1,891.6522028554501,812.1462866014872
1,894.1475859739767,728.058733577863
1,886.8659319186652,345.32068908735835
1,896.1574513570557,747.6372979673935
1,889.1528938169787,358.22327088107977
1,896.5556098265246,548.3022149022834
1,888.8761414296703,873.1184701110722
1,890.7585475519054,569.30550350067
1,889.897080710445,693.7745996693496
1,893.7124020732143,491.6382603024101
1,889.1637551220796,470.9550179324925
1,886.846808810467,842.1417758608534
1,889.7441996038759,535.913652492666
1,891.94416814597,724.4046946946137
1,886.9673322396351,663.4962720578917
1,887.543311176859,639.9403081966628
1,890.1800765140698,495.2351386206829
1,887.8582522703116,462.5053281957207
1,885.9869652599072,493.97474800880366
1,898.6459217196134,737.2654884436279
1,892.547051271974,753.3525643526675
1,893.9019880387784,787.6080840919483
1,895.7441539638054,839.5267173640793
1,886.5425839947478,702.7783884642618
1,889.8171961766858,535.6698536250256
1,897.9024286878268,672.156684010633
1,894.4926723004943,609.6792413227689
1,892.1662615964474,335.0197593057475
1,895.9521016695494,393.01463411871487
1,899.9220647267047,899.944092929973
1,890.9534322899729,737.8413865582221
1,898.0166507417464,834.9415121045947
1,886.0472288798894,741.1713492359585
1,887.9917126348447,845.7601602441382
1,886.2659848659823,555.6791373094898
1,886.6992607217023,517.2581171586413
1,887.6241513929715,785.4485636030432
1,896.3771078672912,787.1403399060208
1,889.8851915318271,774.1499026677247
1,887.6325750795442,639.8747580133431
1,891.6110971072543,825.5509649271539
1,887.383186473649,381.84789594927923
1,895.4419599308897,809.3514419450062
1,894.5650694110707,762.6652511581779
1,895.3490638744379,833.5424030764398
1,890.5924256894363,813.4099604548451
1,886.7769624060595,520.63150010665
1,887.0145456302387,499.9944705899244
1,889.4218471858424,600.7426128744215
1,888.8500052172394,516.9741733982817
1,885.0952528194402,709.2585830358837
1,888.0009261395934,807.8767349478275
1,895.985115991876,679.7976350094434
1,896.8395852630414,736.9240480867297
1,898.5250266548238,895.905123421998
1,893.9967320320566,391.5335964258261
1,892.3456097460731,358.1682139879001
1,893.4042779319537,355.02263289623636
1,890.2561141111175,480.7327826193066
1,888.3791703168024,610.9759164836078
1,898.5909840794119,555.3605157039145
1,888.1722881459699,338.63217204542195
1,891.7158724968529,779.1445664216706
1,892.0833040643203,809.1326685977931
1,886.3224988199202,392.5160525081088
1,887.4436966898123,768.180155207217
1,893.0209020266394,634.3036999747421
1,892.2439135162575,357.8195465842511
1,890.4810138116351,386.49851840740126
1,899.2791367048201,536.2179903380938
1,850.9544243903067,969.4701930186642
1,769.3215377519324,978.7791302489668
1,822.2327367014934,979.5414934692697
1,811.8634841573315,974.8277816833169
1,838.776267498858,969.7918322510401
1,748.5707133338335,970.2152738919833
1,755.328566828791,965.4541613088512
1,883.3531839572727,974.0483613962181
1,780.3763636264454,966.9815876202315
1,825.196554700415,969.7635423835266
1,889.9204034644579,916.3791705635064
1,752.9341133056519,976.5850791877107
1,771.6053075377546,976.4369646115191
1,889.3294005728116,958.0440431615975
1,886.6447073122065,971.0946320660536
1,854.6632096333608,979.6783950647082
1,886.8845528105379,943.0734020658001
1,780.6345925640611,968.7702156784162
1,802.7586505185711,974.3955060134183
1,862.0495083498942,966.5543080744848
1,848.2365850934689,972.9302098342416
1,889.968369197385,941.9272222205807
1,747.9856304460491,979.30118208059
1,885.4126657217382,950.9288663613615
1,893.8123773954683,930.9191751996264
1,845.2784698304465,965.2945108012963
1,840.4355334177426,966.2713158976536
1,887.1247155153859,926.3196235022489
1,895.8824930478062,920.0586243705823
1,821.0030458245775,974.5630188752547
1,887.6539691644791,911.1108669364017
1,891.8358786825988,970.1906502941911
